ID,graphml
lca4,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Assieds-toi"">      <data key=""d0"">Assieds-toi</data>    </node>    <node id=""Daneel Olivaw"">      <data key=""d0"">Daneel Olivaw;Daneel;R. Daneel</data>    </node>    <node id=""J&#233;hu"">      <data key=""d0"">J&#233;hu</data>    </node>    <node id=""De Jessica"">      <data key=""d0"">De Jessica</data>    </node>    <node id=""Papa"">      <data key=""d0"">Papa</data>    </node>    <node id=""Baalites"">      <data key=""d0"">Baalites;Baal</data>    </node>    <node id=""Olivaw"">      <data key=""d0"">Olivaw;Daneel Olivaw;Daneel</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Bentley Baley"">      <data key=""d0"">Bentley Baley</data>    </node>    <node id=""Lije Baley"">      <data key=""d0"">Lije Baley;Baley;Bentley Baley</data>    </node>    <node id=""Julius Enderby"">      <data key=""d0"">Julius Enderby</data>    </node>    <node id=""Naboth"">      <data key=""d0"">Naboth</data>    </node>    <node id=""J&#233;horam"">      <data key=""d0"">J&#233;horam</data>    </node>    <node id=""Dieu"">      <data key=""d0"">Dieu</data>    </node>    <node id=""Ahab"">      <data key=""d0"">Ahab</data>    </node>    <node id=""M. Olivaw"">      <data key=""d0"">M. Olivaw;Olivaw;Daneel Olivaw</data>    </node>    <node id=""Elie"">      <data key=""d0"">Elie</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""Bentley"">      <data key=""d0"">Bentley;Ben;Baley;Bentley Baley</data>    </node>    <node id=""J&#233;zabel"">      <data key=""d0"">J&#233;zabel</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <edge source=""Assieds-toi"" target=""Daneel Olivaw"" />    <edge source=""Daneel Olivaw"" target=""Papa"" />    <edge source=""Daneel Olivaw"" target=""Lije Baley"" />    <edge source=""Daneel Olivaw"" target=""Bentley Baley"" />    <edge source=""J&#233;hu"" target=""De Jessica"" />    <edge source=""De Jessica"" target=""Baalites"" />    <edge source=""De Jessica"" target=""J&#233;horam"" />    <edge source=""De Jessica"" target=""Jessie"" />    <edge source=""Papa"" target=""Dieu"" />    <edge source=""Olivaw"" target=""R. Daneel"" />    <edge source=""Olivaw"" target=""Bentley Baley"" />    <edge source=""R. Daneel"" target=""Lije Baley"" />    <edge source=""R. Daneel"" target=""M. Olivaw"" />    <edge source=""R. Daneel"" target=""Bentley"" />    <edge source=""R. Daneel"" target=""Julius Enderby"" />    <edge source=""Bentley Baley"" target=""M. Olivaw"" />    <edge source=""Lije Baley"" target=""Julius Enderby"" />    <edge source=""Lije Baley"" target=""Naboth"" />    <edge source=""Julius Enderby"" target=""Bentley"" />    <edge source=""J&#233;horam"" target=""Ahab"" />    <edge source=""J&#233;horam"" target=""Elie"" />    <edge source=""J&#233;horam"" target=""J&#233;zabel"" />    <edge source=""J&#233;horam"" target=""Elijah"" />  </graph></graphml>"
lca5,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Dr Sarton"">      <data key=""d0"">Dr Sarton</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby;Julius;Julius Enderby</data>    </node>    <node id=""Olivaw"">      <data key=""d0"">Olivaw</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <node id=""Terrien"">      <data key=""d0"">Terrien</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Ben"">      <data key=""d0"">Ben</data>    </node>    <edge source=""Dr Sarton"" target=""R. Daneel"" />    <edge source=""Dr Sarton"" target=""Daneel"" />  </graph></graphml>"
lca6,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Enderby"">      <data key=""d0"">Enderby;Julius Enderby</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Elijah Baley"">      <data key=""d0"">Elijah Baley;Baley</data>    </node>    <node id=""Julius Enderby"">      <data key=""d0"">Julius Enderby</data>    </node>    <node id=""R. Daneel Olivaw"">      <data key=""d0"">R. Daneel Olivaw;Daneel</data>    </node>    <node id=""Bentley"">      <data key=""d0"">Bentley</data>    </node>    <edge source=""Enderby"" target=""Baley"" />    <edge source=""Jessie"" target=""Lije"" />    <edge source=""Elijah Baley"" target=""Julius Enderby"" />  </graph></graphml>"
lca7,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Dr Fastolfe"">      <data key=""d0"">Dr Fastolfe;Dr Han Fastolfe;Fastolfe</data>    </node>    <node id=""Dr Sarton"">      <data key=""d0"">Dr Sarton</data>    </node>    <node id=""Fastolfe"">      <data key=""d0"">Fastolfe</data>    </node>    <node id=""R. Daneel Olivaw"">      <data key=""d0"">R. Daneel Olivaw;Daneel;R. Daneel</data>    </node>    <node id=""Spacien"">      <data key=""d0"">Spacien</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <edge source=""Dr Fastolfe"" target=""Dr Sarton"" />    <edge source=""Dr Sarton"" target=""Fastolfe"" />    <edge source=""R. Daneel Olivaw"" target=""Spacien"" />    <edge source=""Spacien"" target=""Baley"" />    <edge source=""Baley"" target=""Enderby"" />    <edge source=""Baley"" target=""Elijah"" />    <edge source=""Lije"" target=""R. Daneel"" />  </graph></graphml>"
lca8,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Dr Fastolfe"">      <data key=""d0"">Dr Fastolfe;Fastolfe</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Dr Sarton"">      <data key=""d0"">Dr Sarton</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Daneel Olivaw"">      <data key=""d0"">Daneel Olivaw;Daneel;R. Daneel</data>    </node>    <node id=""Elija"">      <data key=""d0"">Elija;Elijah</data>    </node>    <node id=""Julius"">      <data key=""d0"">Julius</data>    </node>    <node id=""Terrien"">      <data key=""d0"">Terrien</data>    </node>    <edge source=""Dr Fastolfe"" target=""Lije"" />    <edge source=""Dr Fastolfe"" target=""R. Daneel"" />    <edge source=""Lije"" target=""Dr Sarton"" />    <edge source=""Lije"" target=""Enderby"" />    <edge source=""R. Daneel"" target=""Baley"" />    <edge source=""R. Daneel"" target=""Jessie"" />    <edge source=""Enderby"" target=""Daneel Olivaw"" />  </graph></graphml>"
lca9,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Dr Fastolfe"">      <data key=""d0"">Dr Fastolfe;Fastolfe</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Terrien"">      <data key=""d0"">Terrien</data>    </node>    <node id=""Monsieur Baley"">      <data key=""d0"">Monsieur Baley;Baley</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Fastolfe"">      <data key=""d0"">Fastolfe</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <edge source=""Dr Fastolfe"" target=""Elijah"" />    <edge source=""Elijah"" target=""Fastolfe"" />    <edge source=""Daneel"" target=""Terrien"" />    <edge source=""Terrien"" target=""R. Daneel"" />    <edge source=""Monsieur Baley"" target=""R. Daneel"" />  </graph></graphml>"
lca10,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Shakespeare"">      <data key=""d0"">Shakespeare</data>    </node>    <node id=""Churchill"">      <data key=""d0"">Churchill</data>    </node>    <node id=""Dr Fastolfe"">      <data key=""d0"">Dr Fastolfe;Fastolfe</data>    </node>    <node id=""Dr Sarton"">      <data key=""d0"">Dr Sarton</data>    </node>    <node id=""Fastolfe"">      <data key=""d0"">Fastolfe</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Bentley"">      <data key=""d0"">Bentley</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <edge source=""Shakespeare"" target=""Churchill"" />    <edge source=""Churchill"" target=""Baley"" />    <edge source=""Dr Fastolfe"" target=""Dr Sarton"" />    <edge source=""Dr Sarton"" target=""Fastolfe"" />    <edge source=""Daneel"" target=""Bentley"" />    <edge source=""Bentley"" target=""Jessie"" />    <edge source=""Elijah"" target=""R. Daneel"" />  </graph></graphml>"
lca11,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Zoo"">      <data key=""d0"">Zoo</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah;Elijah Baley;Baley</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Ben"">      <data key=""d0"">Ben</data>    </node>    <edge source=""Daneel"" target=""Baley"" />    <edge source=""Baley"" target=""Zoo"" />    <edge source=""Zoo"" target=""Elijah"" />    <edge source=""Elijah"" target=""R. Daneel"" />  </graph></graphml>"
lca12,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Paul Gerhard"">      <data key=""d0"">Paul Gerhard</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""A. Gerrigel"">      <data key=""d0"">A. Gerrigel</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Gerrigel"">      <data key=""d0"">Gerrigel;Dr Gerrigel;A. Gerrigel</data>    </node>    <node id=""Chester"">      <data key=""d0"">Chester</data>    </node>    <node id=""Julius"">      <data key=""d0"">Julius</data>    </node>    <node id=""Francis Clousarr"">      <data key=""d0"">Francis Clousarr</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <node id=""Heisenberg"">      <data key=""d0"">Heisenberg</data>    </node>    <node id=""Terrien"">      <data key=""d0"">Terrien</data>    </node>    <edge source=""Paul Gerhard"" target=""Baley"" />    <edge source=""Baley"" target=""A. Gerrigel"" />    <edge source=""Daneel"" target=""A. Gerrigel"" />    <edge source=""A. Gerrigel"" target=""Enderby"" />    <edge source=""A. Gerrigel"" target=""Chester"" />    <edge source=""R. Sammy"" target=""Lije"" />    <edge source=""Gerrigel"" target=""Chester"" />  </graph></graphml>"
lca13,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Dr Sarton"">      <data key=""d0"">Dr Sarton</data>    </node>    <node id=""Dr Fastolfe"">      <data key=""d0"">Dr Fastolfe</data>    </node>    <node id=""Barrett"">      <data key=""d0"">Barrett;Vince Barrett</data>    </node>    <node id=""Norris"">      <data key=""d0"">Norris</data>    </node>    <node id=""Bentley"">      <data key=""d0"">Bentley</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Gerrigel"">      <data key=""d0"">Gerrigel;Dr Gerrigel</data>    </node>    <node id=""Phil"">      <data key=""d0"">Phil</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby;Julius Enderby</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <edge source=""Dr Sarton"" target=""Dr Fastolfe"" />    <edge source=""Dr Fastolfe"" target=""Gerrigel"" />    <edge source=""Dr Fastolfe"" target=""Daneel"" />    <edge source=""Dr Fastolfe"" target=""R. Daneel"" />    <edge source=""Barrett"" target=""Norris"" />    <edge source=""Barrett"" target=""Bentley"" />    <edge source=""Norris"" target=""Baley"" />    <edge source=""Bentley"" target=""Phil"" />    <edge source=""Baley"" target=""Phil"" />    <edge source=""Baley"" target=""R. Sammy"" />  </graph></graphml>"
lca14,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Klemin"">      <data key=""d0"">Klemin;Joseph Klemin</data>    </node>    <node id=""Lizzy"">      <data key=""d0"">Lizzy</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Elisabeth"">      <data key=""d0"">Elisabeth</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Bentley"">      <data key=""d0"">Bentley</data>    </node>    <node id=""J&#233;sus"">      <data key=""d0"">J&#233;sus</data>    </node>    <node id=""Francis Clousarr"">      <data key=""d0"">Francis Clousarr</data>    </node>    <node id=""Jane Myers"">      <data key=""d0"">Jane Myers</data>    </node>    <node id=""J&#233;zabel"">      <data key=""d0"">J&#233;zabel</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <edge source=""Klemin"" target=""Lizzy"" />    <edge source=""Lizzy"" target=""Elisabeth"" />    <edge source=""Jessie"" target=""R. Daneel"" />    <edge source=""R. Daneel"" target=""Baley"" />    <edge source=""Baley"" target=""Daneel"" />    <edge source=""Lije"" target=""Bentley"" />  </graph></graphml>"
lca15,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Boris"">      <data key=""d0"">Boris</data>    </node>    <node id=""Francis Clousarr"">      <data key=""d0"">Francis Clousarr</data>    </node>    <node id=""Clousarr"">      <data key=""d0"">Clousarr;Francis Clousarr</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Dr Fastolfe"">      <data key=""d0"">Dr Fastolfe</data>    </node>    <edge source=""Boris"" target=""Francis Clousarr"" />    <edge source=""Clousarr"" target=""Baley"" />    <edge source=""Baley"" target=""Daneel"" />    <edge source=""Baley"" target=""R. Daneel"" />    <edge source=""Enderby"" target=""Elijah"" />  </graph></graphml>"
lca16,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Clousarr"">      <data key=""d0"">Clousarr</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Julius"">      <data key=""d0"">Julius</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Francis"">      <data key=""d0"">Francis</data>    </node>    <node id=""saint Fastolfe"">      <data key=""d0"">saint Fastolfe</data>    </node>    <node id=""saint Gerrigel"">      <data key=""d0"">saint Gerrigel</data>    </node>    <node id=""Gerrigel"">      <data key=""d0"">Gerrigel;Docteur Gerrigel;saint Gerrigel</data>    </node>    <node id=""Vince Barrett"">      <data key=""d0"">Vince Barrett</data>    </node>    <node id=""Sammy"">      <data key=""d0"">Sammy;R. Sammy</data>    </node>    <edge source=""Clousarr"" target=""Baley"" />    <edge source=""Baley"" target=""Enderby"" />    <edge source=""Julius"" target=""R. Daneel"" />    <edge source=""Daneel"" target=""Elijah"" />    <edge source=""Elijah"" target=""Francis"" />    <edge source=""saint Fastolfe"" target=""saint Gerrigel"" />    <edge source=""saint Fastolfe"" target=""Gerrigel"" />  </graph></graphml>"
lca17,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Clousarr"">      <data key=""d0"">Clousarr;Francis Clousarr</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""Dr Sarton"">      <data key=""d0"">Dr Sarton;Sarton</data>    </node>    <node id=""Dr Fastolfe"">      <data key=""d0"">Dr Fastolfe</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Francis Clousarr"">      <data key=""d0"">Francis Clousarr</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah;Elijah Baley;Baley</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Sarton"">      <data key=""d0"">Sarton</data>    </node>    <edge source=""Clousarr"" target=""Jessie"" />    <edge source=""Jessie"" target=""Francis Clousarr"" />    <edge source=""Dr Sarton"" target=""Dr Fastolfe"" />    <edge source=""Dr Fastolfe"" target=""Sarton"" />    <edge source=""Daneel"" target=""Baley"" />    <edge source=""R. Sammy"" target=""Lije"" />    <edge source=""Lije"" target=""Enderby"" />    <edge source=""Elijah"" target=""R. Daneel"" />  </graph></graphml>"
